,business_name,location,inspection_score
3528,Soma Fresh Meat and Deli,"(37.779721, -122.4076366)",83.5
3529,Grant Place Restaurant,"(37.795166, -122.405924)",78.9230769231
3530,Jiang Ling Cuisine Restaurant,"(37.729985, -122.404526)",81.3076923077
3531,Soma Corp.,"(37.7772552, -122.4076355)",81.5
3532,Geneva Bubble Tea,"(37.715871, -122.439703)",79.8181818182
3533,Local Edition,"(37.7875963, -122.4031194)",85.0
3534,Craftsman and Wolves,"(37.760955, -122.421552)",92.2222222222
3535,It' Sugar,"(37.807923, -122.417887)",95.5
3536,Cafe La Flore,"(37.763798, -122.472422)",88.0
3537,Rumors,"(37.775647, -122.406459)",66.0
3538,Peet's Coffee and Tea,"(37.720877, -122.477651)",96.8571428571
3539,Ghirardelli Chocolate,"(37.784848, -122.406892)",96.4
3540,Pupuseria & Restaurante Panchitas,"(37.719932, -122.438395)",88.5
3541,West of Pecos,"(37.764087, -122.421881)",89.6
3542,Sushi Avenue Inc,"(37.7332118, -122.4894004)",94.2857142857
3543,The Burritt Room & Tavern,"(37.789854, -122.407064)",89.4285714286
3544,Cafe Troya Fillmore,"(37.789404, -122.433954)",92.0
3545,Cajun House,"(37.7828, -122.463274)",87.25
3546,Chipotle Mexican Grill #1566,"(37.7940487, -122.3973037)",96.0
3547,Carmel Pizza Company,"(37.807673, -122.417266)",94.0
3548,Tacos El Paisano,"(37.748178, -122.420217)",92.0
3549,Lahore Karahi,"(37.785635, -122.414779)",69.5238095238
3550,GM Market Inc.,"(37.715948, -122.44015)",90.8181818182
3551,Washington Cafe,"(37.795128, -122.406993)",83.4615384615
3552,AT&T PARK - NEW DERBY GRILL,"(37.7785351, -122.3894833)",95.5
3553,AT&T PARK - NEW VENDING ROOM,"(37.7785351, -122.3894833)",97.0
3554,AT&T PARK - WINE CART,"(37.7785351, -122.3894833)",100.0
3555,AT&T PARK - 1ST BASE CARVERY,"(37.7785351, -122.3894833)",97.25
3556,AT&T PARK - ANCHOR PLAZA,"(37.7785351, -122.3894833)",100.0
3557,AT&T PARK - P6 DRAFT CART,"(37.7785351, -122.3894833)",99.0
3558,AT&T PARK - 134 HOT CORNER BAR,"(37.7785351, -122.3894833)",99.3333333333
3559,Hayes Valley Bakeworks,"(37.778299, -122.423187)",94.6666666667
3560,Easy Breezy,"(37.751418, -122.432602)",98.4
3561,The Roxie Theater,"(37.764828, -122.422363)",100.0
3562,Chez Maman,"(37.776889, -122.423039)",89.7142857143
3563,Upcider,"(37.787468, -122.419997)",96.0
3564,Hahn's Hibachi,"(37.792577, -122.421056)",73.5
3565,Noodle Bar and Grill,"(37.797744, -122.407488)",79.1923076923
3566,"Mavelous, LLC","(37.776144, -122.418058)",96.0
3567,Golden Waffle,"(37.721453, -122.48629)",100.0
3568,Manna Catering,"(37.770579, -122.412212)",90.4
3569,Giant Burrito,"(37.741959, -122.405378)",81.3333333333
3570,Ghirardelli Chocolate - Main Concourse Level,"(37.7785351, -122.3894833)",100.0
3571,Mission Rock Resort,"(37.7654734, -122.3865341)",92.0
3572,Polo Grounds Pub & Grill,"(37.7785168, -122.3920417)",81.8181818182
3573,Victoria Pastry Co.,"(37.8012, -122.411191)",86.7692307692
3574,Mau Restaurant,"(37.762381, -122.42156)",83.6666666667
3575,Cha-Ya Restaurant,"(37.760777, -122.421505)",92.8571428571
3576,"Premier Catering & Events, Inc.","(37.757133, -122.3941053)",94.0
3577,Siam Lotus Thai Cuisine,"(37.769447, -122.450796)",93.3333333333
3578,Sweet Basil Thai Cuisine,"(37.745107, -122.4198625)",91.1
3579,Grandma's Deli & Cafe,"(37.7733778, -122.4180161)",92.0
3580,Center Cafe,"(37.769751, -122.41832)",82.0
3581,Mehfil Indian Restaurant,"(37.7887965, -122.4011996)",96.0
3582,Lai Hong Lounge,"(37.797596, -122.410207)",73.5517241379
3583,Ilana Cafe,"(37.782078, -122.484171)",92.6666666667
3584,Wine & Wall,"(37.794138, -122.394404)",90.6
3585,Dolce Amore,"(37.789259, -122.422277)",94.0
3586,The Rib Whip (#1/Cedar Hill),"(37.779847, -122.418985)",92.5
3587,Orexi Inc.,"(37.738434, -122.468438)",88.8571428571
3588,Wasabi Bistro Japanese Restaurant,"(37.760394, -122.435019)",68.1
3589,The Corner Store,"(37.782247, -122.447932)",94.0
3590,SPRESSA,"(37.718254, -122.474427)",100.0
3591,Jamber,"(37.780975, -122.402612)",93.6
3592,Bon Appetit @ Twitter,"(37.777168, -122.416702)",83.7
3593,"Fame Venue, LLC","(37.798082, -122.404622)",98.0
3594,Chili Cha Cha 2,"(37.7525937, -122.4156795)",92.25
3595,Little Heaven Deli,"(37.759506, -122.419174)",95.0
3596,Goat Hill Pizza,"(37.739154, -122.467794)",90.6666666667
3597,Papa November,"(37.767286, -122.403697)",93.3333333333
3598,Tacos El Tuca,"(37.769957, -122.411668)",88.3333333333
3599,New Jumbo Seafood Restaurant,"(37.754132, -122.480058)",80.5714285714
3600,Plaj Restaurant & Bar,"(37.778854, -122.422237)",88.0
3601,Kettle Corn Star,"(37.784118, -122.4064352)",83.0
3602,Cheese Boutique,"(37.734548, -122.433341)",98.8
3603,We Sushi,"(37.770613, -122.412191)",82.7692307692
3604,Restaurante Monte Cristo #2,"(37.721007, -122.396439)",91.0
3605,Kaka Udon Kitchen,"(37.7887999, -122.4239103)",71.6
3606,City Cafe LLC,"(37.723638, -122.452273)",89.4545454545
3607,New Casa Maria Produce Market #2,"(37.711726, -122.404928)",90.3076923077
3608,Tout Sweet Patisserie,"(37.749938, -122.394163)",100.0
3609,Las Brisas,"(37.747173, -122.418804)",90.6
3610,Merlin's Catering Service,"(37.750134, -122.413935)",86.0
3611,Chipotle Mexican Grill #1460,"(37.784283, -122.403881)",95.0
3612,Sarku Japan,"(37.784317, -122.407563)",81.8571428571
3613,Aria,"(37.786565, -122.418116)",79.3333333333
3614,Onigilly,"(37.791149, -122.404171)",88.0
3615,La Mediterranee,"(37.799639, -122.410657)",95.0
3616,Chabaa Thai Cuisine,"(37.787178, -122.410237)",79.5416666667
3617,Dragoneats,"(37.778357, -122.423237)",93.6
3618,Wonderland Restaurant,"(37.772097, -122.430804)",70.0
3619,Minna SF Group LLC,"(37.7868405, -122.4005204)",78.6666666667
3620,Lolinda,"(37.756698, -122.418951)",81.0
3621,Chabaa Thai Cuisine INC.,"(37.763359, -122.4806)",85.2
3622,Inticing Creations,"(37.780068, -122.40485)",100.0
3623,Teavana Corporation,"(37.7278084, -122.4772955)",95.0909090909
3624,La Corneta,"(37.753336, -122.418494)",94.0
3625,Liberty Cafe,"(37.739098, -122.417463)",89.0666666667
3626,"La Corneta, Inc","(37.734012, -122.434072)",88.7777777778
3627,Tsing's Chinese Restaurant,"(37.7369653, -122.4697159)",65.5714285714
3628,Hakkasan San Francisco,"(37.7878328, -122.4036245)",99.0
3629,Sushirrito,"(37.794643, -122.401395)",99.0
3630,Bay Area Little John's Candies,"(37.7762288, -122.4183475)",93.6
3631,Ottimista Enoteca-Cafe,"(37.7979882, -122.4296205)",90.0
3632,Acre Coffee,"(37.780935, -122.4192096)",95.5
3633,Fog City,"(37.8035072, -122.4018397)",76.5333333333
3634,Elephant Sushi,"(37.79861, -122.418867)",67.6428571429
3635,Inay - Metreon SF,"(37.784103, -122.403669)",68.6470588235
3636,Dinosaurs,"(37.7315635, -122.4725761)",87.5294117647
3637,Toyose INC,"(37.7531938, -122.5046841)",100.0
3638,Backroom Dining,"(37.7431148, -122.4698773)",98.0
3639,Bently Reserve,"(37.7943448, -122.4006632)",99.5
3640,flourChylde Bakery,"(37.755676, -122.4196146)",100.0
3641,Front Cafe LLC,"(37.764597, -122.394862)",96.0
3642,Thomas John Events,"(37.739764, -122.409475)",97.3333333333
3643,Roam Artisan Burgers,"(37.787538, -122.433611)",94.25
3644,Eden Cafe,"(37.7750543, -122.4210701)",75.4090909091
3645,Hotel Adagio,"(37.7870827, -122.4125184)",90.3333333333
3646,Soul Groove,"(37.781677, -122.417125)",79.5
3647,Cafe Creme de Hayes Valley,"(37.775379, -122.420136)",92.3333333333
3648,El Porteno I Restaurant,"(37.715905, -122.441373)",89.2857142857
3649,Fancy Wheatfield Bakery,"(37.7984886, -122.4086339)",81.6470588235
3650,Pinkberry,"(37.78655, -122.40756)",93.1428571429
3651,Frozen Kuhsterd,"(37.7697799, -122.4120353)",94.8
3652,Sophie's Crepes,"(37.7850458, -122.4320932)",93.0
3653,Roku,"(37.7714, -122.423887)",90.0
3654,Golden Gate Park Golf Course,"(37.7703863, -122.5078786)",99.5
3655,Shalimar Restaurant,"(37.7862967, -122.4127675)",85.9230769231
3656,Shalimar Restaurant,"(37.7897792, -122.4207087)",77.8181818182
3657,Spice Ace,"(37.78609, -122.435015)",100.0
3658,50/50,"(37.781469, -122.4529794)",100.0
3659,Rich Table,"(37.775001, -122.422655)",96.0
3660,Kuleto's,"(37.7867415, -122.4083384)",94.0
3661,Cybelle's Pizza,"(37.7896824, -122.4140212)",80.96
3662,1601 Bar & Kitchen,"(37.771534, -122.4168023)",89.6666666667
3663,Blue Bottle Coffee,"(37.762322, -122.411196)",89.25
3664,Split Bread,"(37.783984, -122.403513)",85.8
3665,Daniel's Cafe,"(37.785535, -122.4089452)",91.6666666667
3666,The Bagelry of S.F.,"(37.796308, -122.421907)",88.1538461538
3667,Little Green Cyclo 2,"(37.8067864, -122.4314179)",89.5
3668,BHUK Burger,"(37.7233708, -122.4524995)",100.0
3669,Craw Station,"(37.7633462, -122.4660864)",75.0
3670,Moolicious,"(37.784548, -122.40419)",90.2222222222
3671,"Sushi Avenue, Inc","(37.7762543, -122.4456399)",91.75
3672,StrEat Cervezas,"(37.7697799, -122.4120353)",84.4
3673,Mango's Taqueria & Cantina,"(37.808673, -122.409821)",81.1212121212
3674,Donuts & Things,"(37.7912457, -122.4210143)",78.32
3675,Sift Cupcake & Dessert Bar,"(37.788834, -122.43402)",97.5
3676,Fish N Gari,"(37.792577, -122.421016)",77.7777777778
3677,Missionaries of Charity,"(37.712268, -122.455421)",96.0
3678,Chili House Inc.,"(37.7830045, -122.46714)",77.5555555556
3679,Whole Foods Market,"(37.723652, -122.45461)",93.3333333333
3680,Aroma Buena Catering,"(37.727415, -122.365781)",100.0
3681,Mama Ji's,"(37.7609087, -122.4386715)",73.75
3682,Drumm Liquors,"(37.79381, -122.396481)",90.0
3683,Samiramis Imports,"(37.74923, -122.418224)",89.3846153846
3684,Lers Ros Thai Noodle,"(37.784741, -122.417754)",76.7419354839
3685,Island Cove Market,"(37.8196799, -122.3720686)",96.0
3686,The Mission Oyster Bar Seafood Rest. & Mkt.t,"(37.7605881, -122.4196852)",94.0
3687,The Station,"(37.797129, -122.40531)",84.75
3688,Sam's Chowder Mobile #2,"(37.7694208, -122.4862138)",91.0
3689,Darren's Cafe,"(37.807584, -122.41574)",85.4666666667
3690,"Kabob Trolley, LLC","(37.7766671, -122.3941088)",88.1666666667
3691,7-Eleven #2366-35663A,"(37.788061, -122.403024)",92.0
3692,Hongry Kong,"(37.7621, -122.4100048)",96.0
3693,Andersen Bread,"(37.793294, -122.399227)",83.7
3694,Zoe's,"(37.7526872, -122.4138355)",89.25
3695,El Nuevo Frutilandia,"(37.7524332, -122.4134542)",94.5
3696,Chipotle Mexican Grill #1857,"(37.7896606, -122.404065)",98.0
3697,Nucha,"(37.7637067, -122.4660185)",100.0
3698,The Chairman,"(37.7839943, -122.4104373)",90.0
3699,T & L Liquor Store Inc.,"(37.746459, -122.4194)",94.3333333333
3700,Million Thai Restaurant,"(37.7857294, -122.4114631)",85.7142857143
3701,Tuba Restaurant,"(37.7548912, -122.4228895)",92.8571428571
3702,Linda's Catering,"(37.777788, -122.3947213)",90.25
3703,Daigo Sushi,"(37.78216, -122.4857205)",94.6666666667
3704,Hong Kee & Kim,"(37.7944362, -122.3968503)",73.9090909091
3705,Capt. Eddie Rickenbacker's,"(37.787629, -122.399216)",92.0
3706,Schools of the Sacred Heart - San Francisco,"(37.794941, -122.4340029)",90.2857142857
3707,Kettle Corn Star,"(37.7858604, -122.4058072)",80.0
3708,Davidstea,"(37.7518102, -122.4291111)",95.6
3709,Co Nam,"(37.791963, -122.421033)",84.9375
3710,El Metate Con Sabor Amexico,"(37.7557815, -122.409632)",90.8571428571
3711,Tenmatsu Grab and Go,"(37.791112, -122.404024)",78.4615384615
3712,Il Canto Cafe,"(37.7938617999999, -122.4004554)",92.6666666667
3713,Me So Hungry,"(37.8067864, -122.4314179)",78.5454545455
3714,Johnny Doughnuts,"(37.7697799, -122.4120353)",94.0
3715,Juice Shop,"(37.739526, -122.404457)",100.0
3716,Gracias Madre,"(37.7615715, -122.4190799)",90.1
3717,Oriental Restaurant,"(37.781108, -122.411635)",81.5714285714
3718,Monterey Deli,"(37.731365, -122.4464548)",96.5714285714
3719,Cathead's BBQ,"(37.770126, -122.415342)",92.75
3720,Samovar Tea Lounge,"(37.7612726, -122.4307404)",88.3
3721,The Chai Cart,"(37.7929318, -122.3968133)",98.0
3722,Samovar Tea Lounge Yerba Buena LLC,"(37.7845708, -122.4018618)",90.3333333333
3723,Reveille Coffee Co.,"(37.7972852, -122.4055641)",75.1818181818
3724,Thrive Cleanse,"(37.799955, -122.437677)",80.8
3725,Tank 18 Winery,"(37.7742403, -122.4136193)",94.8
3726,Rosa Mexicano,"(37.7932691, -122.3936345)",94.0
3727,Balancoire,"(37.7561132, -122.4185063)",91.5
3728,"Eddy's Foothill, Inc.","(37.7238347, -122.4022064)",88.75
3729,Target - Starbucks,"(37.7847358, -122.4036914)",95.0
3730,Kitchen Story Cafe,"(37.7641759, -122.430668)",76.0625
3731,Ten Ren Tea,"(37.792116, -122.405704)",96.0
3732,Big Joe's Broiller #2,"(37.731375, -122.4515632)",88.8333333333
3733,Sun Sun Trading co.,"(37.7971261, -122.4083995)",91.75
3734,Trader Joe's #200,"(37.7907129, -122.4177829)",90.5714285714
3735,Arguello Market Corp.,"(37.7756506, -122.458129)",91.4285714286
3736,Dynamo Donut and Coffee,"(37.805853, -122.4474678)",96.4
3737,Jimmy John's - Galleria,"(37.789064, -122.402861)",99.3333333333
3738,Shai Lai Seafood Restaurant,"(37.779964, -122.4864946)",75.2
3739,Nespresso Boutique Bar,"(37.7875666, -122.4048254)",100.0
3740,Ghirardelli Chocolate Marketplace,"(37.8059535, -122.4227645)",87.2
3741,Baan/Alchemist,"(37.7792681, -122.392946)",82.7777777778
3742,Ghirardelli Chocolate,"(37.7879752, -122.4019263)",93.1428571429
3743,SF Living Greens,"(37.739764, -122.409475)",100.0
3744,The Chapel,"(37.760565, -122.421188)",88.4
3745,Starbucks Coffee #17517,"(37.789152, -122.3976135)",89.2857142857
3746,San Francisco Cooking School,"(37.7816576, -122.4202357)",90.0
3747,Peet's Coffee & Tea,"(37.7335398, -122.4896466)",97.0
3748,Burrito Loco,"(37.740944, -122.46573)",79.8571428571
3749,Beacon Coffee & Pantry,"(37.8022415, -122.4133813)",96.0
3750,Kennedy Market & Deli,"(37.736301, -122.390293)",91.6
3751,Garaje,"(37.781572, -122.396081)",87.625
3752,7 Eleven #2366-35696A,"(37.7924134999999, -122.4012633)",88.1538461538
3753,The Little Chihuahua Mexican Restaurant,"(37.763664, -122.421736)",93.4285714286
3754,Pollo Campero,"(37.7530901, -122.4188694)",99.0
3755,Redford,"(37.786573, -122.414337)",90.6666666667
3756,Shabu House,"(37.731746, -122.473318)",85.5
3757,Estrella Taqueria,"(37.7909262, -122.4038582)",83.4285714286
3758,Parlor 1255,"(37.8026223, -122.4026992)",81.4285714286
3759,Dunya Bistro,"(37.791694, -122.420944)",82.5625
3760,KJ Produce Market,"(37.7643769, -122.4623591)",88.8571428571
3761,Grand Hyatt - The Coffee Bar,"(37.78913, -122.40725)",95.0
3762,Grand Hyatt - One Up Restaurant,"(37.7891273, -122.4072368)",88.4
3763,Grand Hyatt - One Up Bar & Espresso Bar,"(37.78913, -122.40725)",93.0
3764,Tava Indian Kitchen,"(37.787424, -122.3986853)",86.25
3765,Tenglong Chinese Restaurant,"(37.783108, -122.461482)",96.0
3766,Cafe Europa,"(37.785108, -122.463874)",82.9
3767,Cup & Cake Cafe,"(37.808673, -122.409821)",95.2
3768,Deli And,"(37.790287, -122.402136)",85.3636363636
3769,5 Degree Tea House,"(37.729753, -122.40447)",91.75
3770,SF Private Chef,"(37.7297001, -122.4002862)",89.8333333333
3771,Thai Nghiep Ky,"(37.754064, -122.478942)",85.75
3772,Osso Steakhouse,"(37.7909769, -122.4136606)",94.0
3773,Cr��me Brulee To Go,"(37.7850854, -122.407624)",99.3333333333
3774,Julie's Hotdogs,"(37.7585292, -122.4188471)",98.6666666667
3775,El Calamar,"(37.8067864, -122.4314179)",81.6
3776,Uni's Deli,"(37.754258, -122.403535)",91.5714285714
3777,Toast Eatery SF,"(37.791683, -122.420944)",82.0666666667
3778,Dirty Habit,"(37.785388, -122.405369)",86.2222222222
3780,North Point Market,"(37.805281, -122.423563)",89.4
3781,Burger King 9365,"(37.781248, -122.461251)",92.1111111111
3782,"Honey B, Inc.","(37.7818747, -122.482841)",94.5
3783,Davids Tea,"(37.78451, -122.4067089)",94.2857142857
3784,Darioush Inc.,"(37.803308, -122.417044)",87.4
3785,Cafe Du Soleil,"(37.7832687, -122.3978879)",96.0
3786,Toma,"(37.799997, -122.437726)",96.0
3787,Trattoria Da Vittorio,"(37.739223, -122.46766)",86.5
3788,Rosa Parks Senior Center,"(37.7804256, -122.429498)",89.0
3789,Tacos El Triunfo,"(37.7426771, -122.4053323)",93.7142857143
3790,"20 Spot Mission, LLC","(37.7583525, -122.4204104)",93.5
3791,Crafthouse,"(37.751603, -122.428758)",95.2
3792,Happy Cafe,"(37.782718, -122.469492)",80.1333333333
3793,Folsom Street Foundry,"(37.772296, -122.412911)",90.0
3794,Fior d' Italia,"(37.804303, -122.413364)",88.6
3795,Stock in Trade,"(37.8001389, -122.4354923)",87.8571428571
3796,Hotel Rex - Library Bar,"(37.789108, -122.409724)",91.6666666667
3797,Expresso Subito,"(37.7881611, -122.4003659)",95.3333333333
3798,Linda's Deli,"(37.742998, -122.477391)",100.0
3799,La Fromagerie,"(37.7589009, -122.3880397)",93.0
3800,Amawele's South African Kitchen,"(37.7924983, -122.3931387)",100.0
3801,Saison,"(37.7797405, -122.3925201)",93.7142857143
3802,Tsubasa Sushi,"(37.777273, -122.423084)",87.0
3803,Our Lady of the Visitacion School,"(37.7094008, -122.4091574)",99.0
3804,H.Q. Bar & Restaurant,"(37.769888, -122.448093)",82.0
3805,M.Y. China,"(37.78451, -122.4067089)",73.5714285714
3806,Subway Sanwich #56406,"(37.730463, -122.4763875)",95.7777777778
3807,Hong Kong Lounge,"(37.780538, -122.476632)",72.1388888889
3808,House of Pancakes,"(37.7428269, -122.4763872)",77.9285714286
3809,Little Paris,"(37.7961469, -122.4086594)",71.1111111111
3810,Cafe Algiers & Deli,"(37.7912413, -122.3963838)",92.0
3811,The Iron Cactus,"(37.77741, -122.395283)",92.0
3812,The Creamery,"(37.777393, -122.39526)",92.8
3813,"Chutney USA, Inc.","(37.786044, -122.413054)",79.0
3814,Bancarella,"(37.7879604, -122.4071919)",93.7142857143
3815,Thai 4 You,"(37.78397, -122.419479)",59.0
3816,Chrome Coffee Bar,"(37.7784514, -122.3971391)",94.0
3817,The Roosevelt,"(37.752824, -122.408599)",95.0
3818,Trouble Coffee Company,"(37.7284794, -122.3939946)",98.0
3819,Rico Pan,"(37.71291, -122.44456)",85.5
3820,Trick Dog,"(37.7593496, -122.4112081)",95.3333333333
3821,Five Markets,"(37.7530335, -122.4087339)",96.0
3822,Sa Beang Thai,"(37.772458, -122.437247)",67.4
3823,Old Jerusalem Restaurant Inc,"(37.749337, -122.418205)",89.7
3824,Hanami Brasserie,"(37.765516, -122.466343)",62.2
3825,Juicy Fruit,"(37.796143, -122.407796)",82.3125
3826,Western Donut,"(37.7644598, -122.4199569)",75.3846153846
3827,Wine Kitchen,"(37.7743743, -122.4379803)",99.0
3828,Uncle Cafe,"(37.794034, -122.406794)",69.0
3829,Cr��me Brulee To Go,"(37.7853205, -122.4059724)",100.0
3830,21 Taste House,"(37.723461, -122.454226)",89.25
3831,Glaze Teriyaki,"(37.787778, -122.433557)",83.6
3832,Coqueta,"(37.798084, -122.39646)",94.0
3833,SF Desserts LLC,"(37.7803822, -122.4845563)",90.625
3834,Golden King Vietnamese Restaurant,"(37.794307, -122.405655)",77.2
3835,Spiro Coffee,"(37.7833384, -122.4205251)",91.2
3836,Joy's Place,"(37.7877291, -122.4120039)",93.4285714286
3837,"Sunmoon Market, Inc.","(37.7980036, -122.4077129)",64.8571428571
3838,Cafe Hana,"(37.7852966, -122.4306727)",84.0
3839,Shabu House,"(37.7832053, -122.4632131)",86.0
3840,Jillian's,"(37.7839351999999, -122.4030234)",84.6666666667
3841,Fable,"(37.759928, -122.434945)",86.7142857143
3842,Padrecito,"(37.765644, -122.449974)",89.8
3843,La Taqueria Menudo,"(37.724871, -122.434646)",91.0
3844,The Mill,"(37.7764656, -122.437787)",90.0
3845,Golden River Restaurant,"(37.780144, -122.48204)",67.1290322581
3846,Curry Up Now,"(37.762265, -122.421586)",89.1111111111
3847,Yama Sushi Restaurant,"(37.721858, -122.46203)",75.53125
3848,Crepe & Brioche,"(37.7278702, -122.4770819)",100.0
3849,The Supremo Pizza LLC,"(37.7813102, -122.4088497)",74.0
3850,Golden Catering,"(37.7167961, -122.3907871)",92.5
3851,"SDG Jazz, LLC","(37.7764195, -122.4215996)",97.0
3852,Blue Barn Garmet - Polk,"(37.7975068999999, -122.422358)",91.8333333333
3853,Waraku,"(37.78577, -122.428802)",85.0
3854,"New Garden Restaurant, Inc.","(37.7947971, -122.404608)",63.5
3855,Evas Coffee,"(37.8009125, -122.4253682)",96.0
3856,DAVIDsTEA,"(37.8003688, -122.4408124)",92.7142857143
3858,Sam's Cable Car Lounge,"(37.786672, -122.408005)",93.6
3859,Hard Water,"(37.7980305, -122.394973)",100.0
3860,Papa John's Pizza,"(37.7880034, -122.4163717)",88.7
3862,Shorty Goldstein's,"(37.789978, -122.402743)",88.75
3863,Chou Chou Bakery Bistro,"(37.747174, -122.459368)",96.0
3864,Crepe & Brioche,"(37.7637067, -122.4660185)",100.0
3865,Crepe & Brioche,"(37.7758817, -122.4384168)",100.0
3866,Hotel Nikko San Francisco,"(37.785556, -122.409438)",92.0
3867,France Delices,"(37.7697799, -122.4120353)",90.0
